,URIs,"(index, label)"
1140,"(1884, 1885)","(1140, 'faß verkohlen')"
1141,"(1886, 269)","(1141, 'zustandsbericht erstellen')"
1142,"(158, 1556, 1118, 1887, 74)","(1142, 'persönlich schutzausrüstung aus textilie herstellen')"
1143,"(294, 295, 62, 1105, 122)","(1143, 'erster hilfe an bord leisten')"
1144,"(284, 1888, 303)","(1144, 'physiotherapeutisch diagnose stellen')"
1145,"(936, 1145, 65, 484, 203)","(1145, 'politisch entscheidungsträger in gesundheitswesen beraten')"
1146,"(1889,)","(1146, 'gasmarkt')"
1147,"(362, 1890, 58)","(1147, 'elektronisch zahlterminal bedienen')"
1148,"(1019, 29, 1891)","(1148, 'auswirkung der klimawandel')"
1149,"(1892, 49)","(1149, 'ergonomisch arbeiten')"
1150,"(1017, 51, 1855, 65, 1373, 42)","(1150, 'gesundheit und sicherheitsstrategie in bergbau entwickeln')"
1151,"(1362, 1893)","(1151, 'farbe eingeben')"
1152,"(297, 107, 1894, 1895)","(1152, 'sich ein choreografie ausdenken')"
1153,"(1896, 9, 458)","(1153, 'merkmal von erzeugnis')"
1154,"(6, 120, 1897, 1898, 42)","(1154, 'praktik zu effektiv sportvereinsleitung entwickeln')"
1155,"(1899, 1900)","(1155, 'intermodal verkehr')"
1156,"(1901,)","(1156, 'kundendienst')"
1157,"(538, 51, 539, 26, 1902, 1903)","(1157, 'kunde und kundin mit sportausrüstung versorgen')"
1158,"(1904, 28, 29, 1905, 58)","(1158, 'soundsystem auf der probebühne bedienen')"
1159,"(1906, 222)","(1159, 'reisevorbereitunge überwachen')"
1160,"(1907, 9, 1102, 1908)","(1160, 'energieeinsparungspotenzial von automatisiert schichtsystemen')"
1161,"(1909, 295, 1010)","(1161, 'staatsangehörig hilfe anbieten')"
1162,"(1910, 1911)","(1162, 'tapetenkleister verrühren')"
1163,"(1912, 1913)","(1163, 'gebäck zubereiten')"
1164,"(866, 824, 9, 1609)","(1164, 'chemisch eigenschaft von schokolade')"
1165,"(1914,)","(1165, 'versicherungsrecht')"
1166,"(1443,)","(1166, 'kommunikation')"
1167,"(1837, 461)","(1167, 'montenegrinisch sprechen')"
1168,"(29, 1915, 21)","(1168, 'der portionskontrolle gewährleisten')"
1169,"(29, 1916, 1820, 1917, 1918)","(1169, 'der durchführung veterinärmedizinisch prozedur bescheinigen')"
1170,"(1173, 1919, 1661)","(1170, 'kommunal abfallsammelbehältnis leer')"
1171,"(1920, 1)","(1171, 'kataster verwalten')"
1172,"(1921,)","(1172, 'neoplasie')"
1173,"(885, 1922, 93, 29, 1923, 18)","(1173, 'strategisch planung für der lebensmittelsektor durchführen')"
1174,"(538, 51, 539, 1924, 1925)","(1174, 'kunde und kundin buch empfehlen')"
1175,"(1926,)","(1175, 'bihari')"
1176,"(1927,)","(1176, 'mazedonisch')"
1177,"(1928,)","(1177, 'religionswissenschaft')"
1178,"(1929, 15)","(1178, 'überwachungsvorrichtunge ermitteln')"
1179,"(1930, 65, 1931, 308)","(1179, 'getrieb in transportgerät einbauen')"
1180,"(511, 93, 549, 1007, 65, 1932, 324)","(1180, 'richtlinie für ethisch verhalten in beförderungsdienst befolgen')"
1181,"(1933,)","(1181, 'web-analyse')"
1182,"(555, 29, 1934, 1873)","(1182, 'erkrankung der atemweg diagnostizieren')"
1183,"(1935,)","(1183, 'telefonmarketing')"
1184,"(554, 65, 1936, 695)","(1184, 'verbesserung in flughafenbetrieb umsetzen')"
1185,"(574, 1937)","(1185, 'gut laborpraxis')"
1186,"(1938, 58)","(1186, 'kreissag bedienen')"
1187,"(119, 120, 1939, 122)","(1187, 'beratung zu steuerplanung leisten')"
1188,"(1940, 231)","(1188, 'tierkrankheit bekämpfen')"
1189,"(1941, 1942)","(1189, 'minengebiet anzeichnen')"
1190,"(1354,)","(1190, 'sardisch')"
1191,"(26, 857, 1943, 40)","(1191, 'mit klinisch risiko umgehen')"
1192,"(1944, 93, 1945, 57)","(1192, 'zubehör für fischaufzuchtanlagen planen')"
1193,"(1946, 42)","(1193, 'firmware entwickeln')"
1194,"(1947, 1948)","(1194, 'charge austragen')"
1195,"(232, 233, 311)","(1195, 'künstlerisch konzept verstehen')"
1196,"(1949, 1)","(1196, 'wertpapier verwalten')"
1197,"(226, 29, 1950, 9, 1951, 951, 983)","(1197, 'über der ergebnis von chiropraktisch behandlung informieren')"
1198,"(119, 120, 758, 122)","(1198, 'beratung zu arzneimittel leisten')"
1199,"(200, 51, 1952, 60, 1953, 787)","(1199, 'sicherheit und gesundheitsschutz bei begleitdienst sicherstellen')"
1200,"(1954, 149)","(1200, 'brennersteuerung einstellen')"
1201,"(1955, 353)","(1201, 'wasserstrahlschneid pflegen')"
1202,"(1533, 461)","(1202, 'isländisch sprechen')"
1203,"(1956, 18)","(1203, 'aktienbewertung durchführen')"
1204,"(1957, 7)","(1204, 'montageverfahr anwenden')"
1205,"(1958, 51, 1959, 1960, 406)","(1205, 'e-health-anwendung und mobil gesundheitstechnologie einsetzen')"
1206,"(1195, 1961, 595)","(1206, 'schwer untertagebaumaschin inspizieren')"
1207,"(120, 1962, 272, 337, 551)","(1207, 'zu scannend material sicher behandeln')"
1208,"(1963, 93, 29, 1964, 9, 1965, 1966)","(1208, 'lizenz für der verkauf von tabakware erwerben')"
1209,"(1967, 1968)","(1209, 'ziegel verlagern')"
1210,"(1969, 1970, 180)","(1210, 'geowissenschaftlich tools verwenden')"
1211,"(29, 372, 530, 1971, 687)","(1211, 'der herstellung unter termindruck bewältigen')"
1212,"(1972, 250)","(1212, 'schutzmembran verlegen')"
1213,"(1973, 1654)","(1213, 'metallkomponent entwerfen')"
1214,"(294, 295, 65, 1974, 122)","(1214, 'erster hilfe in notfall leisten')"
1215,"(857, 1835, 65, 29, 704)","(1215, 'klinisch praxis in der musiktherapie')"
1216,"(107, 1975, 503)","(1216, 'ein mehrkanalaufnahme einrichten')"
1217,"(866, 1976)","(1217, 'chemisch wasseranalyse')"
1218,"(1977, 29, 1978, 18)","(1218, 'überprüfung der straßenbahnausrüstung durchführen')"
1219,"(1979, 663)","(1219, 'gebärdensprache unterrichten')"
1220,"(1980, 446, 1397, 62, 1981, 1982, 1983)","(1220, 'mithilfe digital technologie an gesellschaftlich entscheidungsprozess partizipieren')"
1221,"(350, 766, 1984)","(1221, 'geologisch datum zusammentragen')"
1222,"(1985, 622)","(1222, 'kontaktlinse handhaben')"
1223,"(1986, 9, 1144, 524)","(1223, 'opfer von menschenrechtsverletzung unterstützen')"
1224,"(1987, 1672)","(1224, 'mehrkanalaufnahm mischen')"
1225,"(378, 1988, 311)","(1225, 'gesprochen japanisch verstehen')"
1226,"(1989,)","(1226, 'etiopathie')"
1227,"(1990, 458)","(1227, 'pharmazeutisch erzeugnis')"
1228,"(462, 1991)","(1228, 'muster gravieren')"
1229,"(1992, 18)","(1229, 'kontaktrückverfolgungsgespräch durchführen')"
1230,"(775, 220)","(1230, 'tschechisch schreiben')"
1231,"(1993,)","(1231, 'instrumentierungsausrüstung')"
1232,"(1994, 1995, 1996, 502)","(1232, 'werbezwecke dienend straßenmobiliar aufstellen')"
1233,"(1997,)","(1233, 'holzchemie')"
1234,"(1990, 312, 315)","(1234, 'pharmazeutisch aufzeichnung führen')"
1235,"(1998, 58)","(1235, 'wellpappenmaschin bedienen')"
1236,"(297, 1999, 29, 158, 2000, 9, 538, 51, 539, 2001)","(1236, 'sich um der persönlich gegenstand von kunde und kundin kümmern')"
1237,"(2002, 2003, 9, 2004, 1654)","(1237, 'räumlich gestaltung von außenanlage entwerfen')"
1238,"(1748, 2005, 541)","(1238, 'teil verbindungsfertig machen')"
1239,"(1492, 1136)","(1239, 'negativ reinigen')"
1240,"(2006, 2007, 2008)","(1240, 'produktpost code zuweisen')"
1241,"(781, 2009)","(1241, 'international wasserstraße')"
1242,"(2010, 275)","(1242, 'budget prüfen')"
1243,"(1142, 120, 2011)","(1243, 'rechtsvorschrift zu gesundheitsfürsorge')"
1244,"(2012, 269)","(1244, 'wegbeschreibung erstellen')"
1245,"(2013, 28, 2014, 18)","(1245, 'umrüstung auf vollleder durchführen')"
1246,"(285, 65, 243, 29, 2015, 978)","(1246, 'dienstleistung in bereich der homologationsmanagement erbringen')"
1247,"(2016, 122)","(1247, 'jugendinformationsberatung leisten')"
1248,"(2017, 93, 2018, 102)","(1248, 'umsatzzahle für produkt kontrollieren')"
1249,"(2019, 2020, 180)","(1249, 'rechnergestützt softwareentwicklungswerkzeug verwenden')"
1250,"(226, 29, 2021, 107, 2022, 203)","(1250, 'über der inspektion ein brücke beraten')"
1251,"(2023, 1213)","(1251, 'bühnenentwurf zeichnen')"
1252,"(2024, 2025, 57)","(1252, 'solar absorptionskälteanlag planen')"
1253,"(1469, 93, 29, 2026, 2027, 2028, 1)","(1253, 'plan für der lagerung organisch nebenprodukt verwalten')"
1254,"(2029, 2030, 1010)","(1254, 'selbstständig forstdienstleistung anbieten')"
1255,"(2031, 222)","(1255, 'gerinnungsbehält überwachen')"
1256,"(2032,)","(1256, 'edmodo')"
1257,"(2033, 58)","(1257, 'beatmungsgerät bedienen')"
1258,"(378, 2034, 311)","(1258, 'gesprochen kroatisch verstehen')"
1259,"(333, 226, 2035)","(1259, 'information über sehenswürdigkeit')"
1260,"(2036, 2037, 2038)","(1260, 'betrügerisch handlung verhindern')"
1261,"(60, 29, 2039, 9, 2040, 65, 2041, 884)","(1261, 'bei der orientierung von passagier in notlage helfen')"
1262,"(2042, 2043)","(1262, 'kohletrichter auffüllen')"
1263,"(2044, 29, 2045)","(1263, 'standardverfahr der verteidigung')"
1264,"(2046, 62, 2047, 1136)","(1264, 'abwasserkanal an straße reinigen')"
1265,"(2048, 1494)","(1265, 'bildend kunst')"
1266,"(2049, 93, 107, 2050, 968)","(1266, 'takelagebedarf für ein zirkusnummer festlegen')"
1267,"(2051, 1719)","(1267, 'insekt züchten')"
1268,"(60, 1974, 884)","(1268, 'bei notfall helfen')"
1269,"(2052, 29, 672, 51, 379, 93, 862, 51, 99, 93, 647, 7)","(1269, 'grundregel der pflege und wartung für lederware und maschine für schuhwerk anwenden')"
1270,"(2053, 58)","(1270, 'pelletpres bedienen')"
1271,"(1466, 601)","(1271, 'uhr reparieren')"
1272,"(2054, 65, 29, 1293)","(1272, 'elektrostimulation in der akupunktur')"
1273,"(1162, 62, 564, 9, 296, 18)","(1273, 'labortest an probe von tier durchführen')"
1274,"(1675, 1019, 9, 2055, 128)","(1274, 'geschäftlich auswirkung von ikt-prozessen bewerten')"
1275,"(2056, 2057)","(1275, 'lehrpersonal supervidi')"
1276,"(2058,)","(1276, 'treibladungsarter')"
1277,"(845, 120, 2059, 2060, 259)","(1277, 'forschung zu sprachmedizinisch thema betreiben')"
1278,"(2061, 1642)","(1278, 'baumstamm begutachten')"
1279,"(564, 2062)","(1279, 'probe entnehmen')"
1280,"(953, 2063)","(1280, 'boden präparieren')"
1281,"(2064,)","(1281, 'unterhaltungsbranche')"
1282,"(1068, 93, 76, 42)","(1282, 'strategie für aquakultur entwickeln')"
1283,"(432, 1672)","(1283, 'werkstoff mischen')"
1284,"(205, 93, 76, 77, 78)","(1284, 'ausrüstung für aquakultur instand halten')"
1285,"(2065, 29, 1986, 9, 2066)","(1285, 'rechte der opfer von straftat')"
1286,"(2067, 120, 2068, 1)","(1286, 'zugang zu tresor verwalten')"
1287,"(2069, 9, 2070, 2071)","(1287, 'feuchtigkeitsproblem von gebäude regeln')"
1288,"(2072, 167)","(1288, 'flugbewegunge ausüben')"
1289,"(60, 1953, 2073, 2074)","(1289, 'bei begleitdienst geheimhaltung wahr')"
1290,"(312, 226, 2075, 315)","(1290, 'aufzeichnung über wartungseingriff führen')"
1291,"(2076, 670)","(1291, 'eisenbahnschaltplan lesen')"
1292,"(2077, 968)","(1292, 'preisbildungsstrategie festlegen')"
1293,"(158, 2078, 42)","(1293, 'persönlich fertigkeit entwickeln')"
1294,"(2079,)","(1294, 'werkstein')"
1295,"(2080, 315)","(1295, 'fahrzeugaufzeichnung führen')"
1296,"(2081, 9, 602, 18)","(1296, 'kopplung von waggon durchführen')"
1297,"(2082,)","(1297, 'weinverschneiden')"
1298,"(26, 640, 65, 484, 40)","(1298, 'mit lieferant in gesundheitswesen umgehen')"
1299,"(389, 461)","(1299, 'walisisch sprechen')"
1300,"(433, 2083)","(1300, 'forensisch psychiatrie')"
1301,"(2084, 7)","(1301, '3d-bildgebungsverfahr anwenden')"
1302,"(2085, 3)","(1302, 'honiggewinnungsmaschine beaufsichtigen')"
1303,"(2086, 58)","(1303, 'pumpe bedienen')"
1304,"(60, 29, 1820, 2087, 962)","(1304, 'bei der veterinärmedizinisch anästhesie assistieren')"
1305,"(1777, 93, 29, 2088)","(1305, 'qualitätskriteri für der tierfutterproduktion')"
1306,"(2089, 414)","(1306, 'ökologisch landwirtschaft')"
1307,"(2090, 149)","(1307, 'gummimaschi einstellen')"
1308,"(2091,)","(1308, 'fahrzeugdiagnoseausrüstung')"
1309,"(2092, 9, 99, 222)","(1309, 'bedienung von maschine überwachen')"
1310,"(2093, 275)","(1310, 'steuererklärung prüfen')"
1311,"(28, 2094, 2095)","(1311, 'auf konferenz dolmetschen')"
1312,"(1297, 1858)","(1312, 'dämmstoff zuschneiden')"
1313,"(1778, 77, 78)","(1313, 'lagereinrichtunge instand halten')"
1314,"(2096, 2097, 918, 102)","(1314, 'nikotingehalt pro zigarre kontrollieren')"
1315,"(1189, 2098, 18)","(1315, 'religiös missionsarbeit durchführen')"
1316,"(2099, 42)","(1316, 'bewässerungsstrategien entwickeln')"
1317,"(1247, 2100)","(1317, 'fisch lagern')"
1318,"(2101, 65, 29, 414, 61, 2008)","(1318, 'beschäftigter in der landwirtschaft arbeit zuweisen')"
1319,"(1780, 1)","(1319, 'alarmanlage verwalten')"
1320,"(2102, 353)","(1320, 'terrazzo pflegen')"
1321,"(99, 26, 2103, 2104)","(1321, 'maschine mit rohmaterialien beschicken')"
1322,"(2105, 93, 446, 205, 1)","(1322, 'garantieunterlag für digital ausrüstung verwalten')"
1323,"(2106, 353)","(1323, 'nibbelmaschine pflegen')"
1324,"(2107, 2108)","(1324, 'deckpflanzen ernten')"
1325,"(2109, 1122)","(1325, 'zylinderdat aufzeichnen')"
1326,"(2110, 178)","(1326, 'auftritt organisieren')"
1327,"(2111, 55)","(1327, 'fotovoltaikanlage installieren')"
1328,"(2112, 1364)","(1328, 'musikinstrument wiederherstellen')"
1329,"(2113, 93, 2114, 951, 2115)","(1329, 'hundefell für weit behandlung trocknen')"
1330,"(1559, 461)","(1330, 'tamil sprechen')"
1331,"(2116, 2117)","(1331, 'kerze formen')"
1332,"(2118, 12)","(1332, 'schornsteinzustand überprüfen')"
1333,"(824, 915, 1832)","(1333, 'eigenschaft optisch gläser')"
1334,"(2119, 37)","(1334, 'elektrizitätsübertragungsnetz leiten')"
1335,"(2120, 93, 2121, 42)","(1335, 'data-link-dienste für navigationszwecke entwickeln')"
1336,"(866, 2122, 178)","(1336, 'chemisch reagenzie organisieren')"
1337,"(2123,)","(1337, 'zirkusästhetik')"
1338,"(2124, 7)","(1338, 'hypnopsychotherapie anwenden')"
1339,"(2125, 28, 2126, 532)","(1339, 'komponente auf leiterplatte schweißen')"
1340,"(457, 2127)","(1340, 'orthopädisch physiotherapie')"
1341,"(109, 62, 2128, 111)","(1341, 'bestand an fahrzeugreinigungsmittel aufrechterhalten')"
1342,"(2129,)","(1342, 'lasergravurtechnik')"
1343,"(2130, 2131)","(1343, 'galvanisch überzugsmetalle')"
1344,"(110,)","(1344, 'reinigungsmittel')"
1345,"(2132, 65, 212, 26, 895, 371, 128)","(1345, 'umweltpläne in zusammenhang mit ihr kosten bewerten')"
1346,"(1142, 93, 29, 2133)","(1346, 'rechtsvorschrift für der abfalltransport')"
1347,"(538, 51, 539, 333, 226, 1965, 475)","(1347, 'kunde und kundin information über tabakware übermitteln')"
1348,"(2134, 502)","(1348, 'energiepreisprognose aufstellen')"
1349,"(2135, 1275)","(1349, 'arbeitsplan folgen')"
1350,"(750, 2136, 275)","(1350, 'staatlich ausgabe prüfen')"
1351,"(2137, 93, 1901, 1682)","(1351, 'gebühr für kundendienst bestimmen')"
1352,"(1765, 29, 704)","(1352, 'schule der musiktherapie')"
1353,"(2138, 29, 2139, 342)","(1353, 'vorgabe der flugplatzhandbuch einhalten')"
1354,"(2140, 3)","(1354, 'gerichtsverhandlung beaufsichtigen')"
1355,"(2010, 93, 29, 372, 9, 1212, 57)","(1355, 'budget für der herstellung von kulisse planen')"
1356,"(2141, 180)","(1356, 'tabellenkalkulationsprogramm verwenden')"
1357,"(2142, 2143, 2144)","(1357, 'metallisch werkstück galvanisieren')"
1358,"(29, 2145, 9, 1093, 1094, 2146)","(1358, 'der fantasie von darsteller darstellerin anregen')"
1359,"(936, 881, 65, 29, 1835, 29, 484, 695)","(1359, 'politisch entscheidung in der praxis der gesundheitswesen umsetzen')"
1360,"(2147,)","(1360, 'sekt')"
1361,"(2148, 51, 2149)","(1361, 'zimmerei und tischlerei')"
1362,"(924, 220)","(1362, 'armenisch schreiben')"
1363,"(107, 451, 65, 107, 1480, 37)","(1363, 'ein stand in ein themenpark leiten')"
1364,"(1017, 51, 200, 62, 2150)","(1364, 'gesundheit und sicherheit an arbeitsplatz')"
1365,"(506, 2151)","(1365, 'nutzholz kennzeichnen')"
1366,"(2152,)","(1366, 'arbeitszug')"
1367,"(2153, 93, 1626, 51, 2154, 269)","(1367, 'wettervorhersag für start und landung erstellen')"
1368,"(335, 339)","(1368, 'verantwortung übernehmen')"
1369,"(2155, 24)","(1369, 'entschlossenheit zeigen')"
1370,"(2156, 1267)","(1370, 'java computerprogrammierung')"
1371,"(766, 93, 2157, 881, 65, 1644, 237)","(1371, 'datum für unternehmenspolitisch entscheidung in handel analysieren')"
1372,"(62, 523, 1618, 49)","(1372, 'an sozial inklusion arbeiten')"
1373,"(2158, 220)","(1373, 'litauisch schreiben')"
1374,"(2159, 18)","(1374, 'berechnung durchführen')"
1375,"(65, 2160, 624, 29, 947, 49)","(1375, 'in interdisziplinär team der notfallversorgung arbeiten')"
1376,"(1549, 845, 259)","(1376, 'psychologisch forschung betreiben')"
1377,"(2161, 29, 2162, 65, 1675, 2163, 874)","(1377, 'gleichstellung der geschlechter in geschäftlich zusammenhäng fördern')"
1378,"(1592, 9, 2164, 77, 78)","(1378, 'hardware von informationsnetzwerken instand halten')"
1379,"(1007, 9, 1862)","(1379, 'verhalten von hund')"
1380,"(2165, 951, 7)","(1380, 'klinisch-psychologisch behandlung anwenden')"
1381,"(2166,)","(1381, 'straßenbahnnetz')"
1382,"(766, 120, 554, 9, 2167, 2168)","(1382, 'datum zu verbesserung von community-art-programme evaluieren')"
1383,"(2169, 28, 2170, 2171)","(1383, 'abdeckbleche auf dach befestigen')"
1384,"(2172, 18)","(1384, 'strahlentherapie durchführen')"
1385,"(2173, 93, 2174)","(1385, 'bindungsart für maschendraht')"
1386,"(2175, 62, 2176, 18)","(1386, 'wartungsarbeit an gleis durchführen')"
1387,"(2177,)","(1387, 'hopfenanbau')"
1388,"(1130, 93, 2178)","(1388, 'standard für elektronikgerät')"
1389,"(2179, 601)","(1389, 'schmuck reparieren')"
1390,"(2180,)","(1390, 'lippenlese')"
1391,"(1107, 2181, 62, 29, 2182, 617)","(1391, 'professionell pilates-verhalt an der tag legen')"
1392,"(136, 9, 2183)","(1392, 'art von betonbautechnik')"
1393,"(2184, 1091)","(1393, 'abfallverbrennungsanlag kalibrieren')"
1394,"(2185, 7)","(1394, 'brünierungstechnike anwenden')"
1395,"(2186,)","(1395, 'eisenbahnrecht')"
1396,"(2187, 222)","(1396, 'recyclinganlage überwachen')"
1397,"(2188, 660)","(1397, 'ofentemperatur messen')"
1398,"(2189, 93, 2190, 458, 180)","(1398, 'textiltechnik für handgearbeitet erzeugnis verwenden')"
1399,"(2191,)","(1399, 'melkverfahr')"
1400,"(107, 2192, 2193, 180)","(1400, 'ein komplex kommunikationssystem verwenden')"
1401,"(2194,)","(1401, 'kfz-reinigungsverfahren')"
1402,"(2195, 29, 59, 62, 2196, 107, 194)","(1402, 'funktion der gerät an deck ein schiff')"
1403,"(29, 200, 65, 107, 2197, 21)","(1403, 'der sicherheit in ein ausstellung gewährleisten')"
1404,"(69, 752, 120, 2198, 178)","(1404, 'öffentlich programm zu zahngesundheit organisieren')"
1405,"(2199, 605)","(1405, 'knochenmarkstransplantation vornehmen')"
1406,"(29, 2200, 713, 65, 232, 2201, 165)","(1406, 'der eigen kompetenz in künstlerisch coaching beurteilen')"
1407,"(283, 9, 458, 102)","(1407, 'qualität von erzeugnis kontrollieren')"
1408,"(1128, 9, 2202)","(1408, 'zusammensetzung von backware')"
1409,"(2203,)","(1409, 'audiologie')"
1410,"(2204, 29, 2205, 1)","(1410, 'mittel der betriebshof verwalten')"
1411,"(446, 1397, 2206, 406)","(1411, 'digital technologie kreativ einsetzen')"
1412,"(1028, 85, 1617, 1271)","(1412, 'organisation oder unternehmen vertreten')"
1413,"(2207,)","(1413, 'wahlrecht')"
1414,"(864,)","(1414, 'körpersprache')"
1415,"(309, 2208, 311)","(1415, 'geschrieben irisch verstehen')"
1416,"(2209, 2210)","(1416, 'sicherheitsproblem nachgehen')"
1417,"(1287, 2211, 874)","(1417, 'nachhaltig energie fördern')"
1418,"(2212,)","(1418, 'festkörperchemie')"
1419,"(1435, 1708, 93, 76)","(1419, 'rechtlich dokument für aquakultur')"
1420,"(372, 9, 647, 57)","(1420, 'herstellung von schuhwerk planen')"
1421,"(2213, 167)","(1421, 'kampfkunst ausüben')"
1422,"(2214, 151)","(1422, 'feuerraum vorbereiten')"
1423,"(658, 28, 29, 236, 2215)","(1423, 'instrument auf der bühne stimmen')"
1424,"(2216, 269)","(1424, 'hygienebericht erstellen')"
1425,"(2217, 188)","(1425, 'namensgebungsstrategie ausführen')"
